proteinname,go_IC
kkq8,protein phosphorylation
kkq8,biological_process unknown
kkq8,phosphorylation
kkq8,cellular cation homeostasis
kkq8,intracellular signal transduction
pol3,mitotic S phase
pol3,nucleobase-containing compound metabolic process
pol3,DNA replication
pol3,leading strand elongation
pol3,lagging strand elongation
pol3,RNA-dependent DNA biosynthetic process
pol3,base-excision repair
pol3,"base-excision repair, gap-filling"
pol3,nucleotide-excision repair
pol3,"nucleotide-excision repair, DNA gap filling"
pol3,mismatch repair
pol3,postreplication repair
pol3,regulation of mitotic cell cycle
pol3,"DNA replication, removal of RNA primer"
pol3,DNA replication proofreading
pol3,DNA-dependent DNA replication maintenance of fidelity
pol3,nucleic acid phosphodiester bond hydrolysis
vcx1,transport
vcx1,ion transport
vcx1,cation transport
vcx1,calcium ion transport
vcx1,manganese ion transport
vcx1,cellular calcium ion homeostasis
vcx1,transmembrane transport
vcx1,calcium ion transmembrane transport
vcx1,potassium ion transmembrane transport
vcx1,cation transmembrane transport
cgr1,rRNA processing
cgr1,ribosome biogenesis
mgr2,protein import into mitochondrial matrix
mgr2,protein import into mitochondrial inner membrane
arp9,chromatin organization
arp9,nucleosome disassembly
arp9,"transcription, DNA-templated"
arp9,"regulation of transcription, DNA-templated"
arp9,transcription elongation from RNA polymerase II promoter
arp9,covalent chromatin modification
arp9,nucleosome positioning
arp9,nucleosome mobilization
arp9,ATP-dependent chromatin remodeling
arp9,positive regulation of transcription from RNA polymerase II promoter
ypr003c,transport
ypr003c,biological_process unknown
ypr003c,sulfate transport
ypr003c,transmembrane transport
ypr003c,sulfate transmembrane transport
bud32,cellular bud site selection
bud32,telomere maintenance via recombination
bud32,telomere maintenance
bud32,"transcription, DNA-templated"
bud32,"regulation of transcription, DNA-templated"
bud32,protein phosphorylation
bud32,tRNA processing
bud32,lipopolysaccharide biosynthetic process
bud32,phosphorylation
bud32,positive regulation of transcription from RNA polymerase II promoter
bud32,tRNA threonylcarbamoyladenosine metabolic process
rsm27,mitochondrial translation
ahc2,histone acetylation
rav2,transport
rav2,vacuolar acidification
rav2,protein transport
rav2,regulation of protein complex assembly
met32,negative regulation of transcription from RNA polymerase II promoter
met32,"transcription, DNA-templated"
met32,"regulation of transcription, DNA-templated"
met32,regulation of transcription from RNA polymerase II promoter
met32,regulation of mitotic cell cycle
met32,regulation of sulfur amino acid metabolic process
met32,positive regulation of transcription from RNA polymerase II promoter
pau1,response to stress
pau1,biological_process unknown
pau1,fungal-type cell wall organization
rrp6,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rrp6,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
rrp6,nucleobase-containing compound metabolic process
rrp6,rRNA processing
rrp6,RNA processing
rrp6,U1 snRNA 3'-end processing
rrp6,U4 snRNA 3'-end processing
rrp6,U5 snRNA 3'-end processing
rrp6,cellular metabolic process
rrp6,nuclear mRNA surveillance
rrp6,nuclear retention of pre-mRNA at the site of transcription
rrp6,nuclear polyadenylation-dependent rRNA catabolic process
rrp6,nuclear polyadenylation-dependent snoRNA catabolic process
rrp6,nuclear polyadenylation-dependent snRNA catabolic process
rrp6,nuclear polyadenylation-dependent tRNA catabolic process
rrp6,nuclear polyadenylation-dependent CUT catabolic process
rrp6,nuclear polyadenylation-dependent antisense transcript catabolic process
rrp6,nuclear polyadenylation-dependent mRNA catabolic process
rrp6,histone mRNA catabolic process
rrp6,nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
rrp6,polyadenylation-dependent snoRNA 3'-end processing
cab3,response to salt stress
cab3,coenzyme A biosynthetic process
ynl140c,biological_process unknown
yjr154w,lipid metabolic process
yjr154w,biological_process unknown
yjr154w,oxidation-reduction process
hmi1,mitochondrial genome maintenance
hmi1,DNA repair
hmi1,cellular response to DNA damage stimulus
hmi1,mitochondrial DNA metabolic process
hmi1,DNA duplex unwinding
mrpl50,mitochondrial translation
dbp9,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
dbp9,rRNA processing
dbp9,RNA secondary structure unwinding
dbp9,DNA duplex unwinding
dbp9,ribosome biogenesis
siz1,chromosome segregation
siz1,protein sumoylation
siz1,negative regulation of protein ubiquitination
siz1,DNA double-strand break attachment to nuclear envelope
pdb1,acetyl-CoA biosynthetic process from pyruvate
pdb1,glycolytic process
pdb1,metabolic process
pdb1,oxidation-reduction process
ssa1,"protein import into nucleus, translocation"
ssa1,protein polyubiquitination
ssa1,cytoplasmic translation
ssa1,protein folding
ssa1,"SRP-dependent cotranslational protein targeting to membrane, translocation"
ssa1,protein targeting to mitochondrion
ssa1,response to stress
ssa1,stress granule disassembly
ssa1,protein refolding
ssa1,proteasome-mediated ubiquitin-dependent protein catabolic process
ssa1,clathrin coat disassembly
ssa1,negative regulation of cell aging
rpe1,carbohydrate metabolic process
rpe1,pentose-phosphate shunt
rpe1,metabolic process
rpe1,"pentose-phosphate shunt, non-oxidative branch"
rpe1,pentose catabolic process
rpe1,cellular carbohydrate metabolic process
msh6,meiotic mismatch repair
msh6,DNA repair
msh6,mismatch repair
msh6,cellular response to DNA damage stimulus
msh6,reciprocal meiotic recombination
msh6,response to UV
msh6,interstrand cross-link repair
msh6,replication fork arrest
msh6,maintenance of DNA repeat elements
msh6,negative regulation of DNA recombination
sif2,"regulation of transcription, DNA-templated"
sif2,regulation of transcription from RNA polymerase II promoter
sif2,covalent chromatin modification
sif2,histone deacetylation
sif2,negative regulation of chromatin silencing at telomere
sif2,positive regulation of stress-activated MAPK cascade
sif2,negative regulation of meiotic nuclear division
sif2,negative regulation of nucleic acid-templated transcription
swm2,tRNA processing
swm2,biological_process unknown
swm2,7-methylguanosine cap hypermethylation
lac1,replicative cell aging
lac1,lipid metabolic process
lac1,ceramide biosynthetic process
svl3,endocytosis
svl3,oxidation-reduction process
ssz1,cytoplasmic translation
ssz1,rRNA processing
ssz1,regulation of translational fidelity
ssz1,translational frameshifting
pex1,protein targeting to peroxisome
pex1,peroxisome organization
pex1,"protein import into peroxisome matrix, receptor recycling"
pct1,lipid metabolic process
pct1,phosphatidylcholine biosynthetic process
pct1,CDP-choline pathway
pct1,phospholipid biosynthetic process
pct1,biosynthetic process
css2,biological_process unknown
cdc3,mitotic cytokinesis
cdc3,cytokinesis
cdc3,septin ring assembly
cdc3,cell cycle
cdc3,maintenance of cell polarity
cdc3,septin ring disassembly
cdc3,cell division
atp17,ATP biosynthetic process
atp17,transport
atp17,ion transport
atp17,ATP synthesis coupled proton transport
atp17,proton transport
atp17,ATP hydrolysis coupled cation transmembrane transport
vps16,protein targeting to vacuole
vps16,transport
vps16,intracellular protein transport
vps16,Golgi to endosome transport
vps16,vacuole organization
vps16,protein transport
vps16,"regulation of vacuole fusion, non-autophagic"
vps16,regulation of SNARE complex assembly
vps16,"vacuole fusion, non-autophagic"
vps16,late endosome to vacuole transport
vps16,vesicle tethering
egh1,carbohydrate metabolic process
egh1,biological_process unknown
egh1,metabolic process
egh1,ergosteryl 3-beta-D-glucoside catabolic process
spc98,microtubule cytoskeleton organization
spc98,microtubule nucleation
spc98,mitotic spindle organization in nucleus
spc98,cytoplasmic microtubule organization
spc98,centrosome duplication
spc98,interphase microtubule nucleation by interphase microtubule organizing center
spc98,mitotic spindle assembly
snc2,exocytosis
snc2,Golgi to plasma membrane transport
snc2,endocytosis
snc2,vesicle fusion
snc2,vesicle-mediated transport
cdc33,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
cdc33,translation
cdc33,translational initiation
cdc33,regulation of translation
cdc33,regulation of cell cycle
bsc4,biological_process unknown
uba1,cellular protein modification process
uba1,protein ubiquitination
uba1,modification-dependent protein catabolic process
lsm5,"mRNA splicing, via spliceosome"
lsm5,nuclear-transcribed mRNA catabolic process
lsm5,rRNA processing
lsm5,mRNA processing
lsm5,tRNA processing
lsm5,RNA splicing
fth1,transport
fth1,ion transport
fth1,high-affinity iron ion transmembrane transport
fth1,endocytosis
fth1,ferrous iron transport
fth1,iron ion homeostasis
fth1,transmembrane transport
fth1,ferrous iron transmembrane transport
kre28,biological_process unknown
tda11,biological_process unknown
cox11,protein complex assembly
cox11,respiratory chain complex IV assembly
cox11,aerobic respiration
por2,transport
por2,ion transport
por2,anion transport
por2,regulation of anion transport
por2,cell redox homeostasis
por2,DNA transport
por2,transmembrane transport
por2,regulation of anion transmembrane transport
ybl029w,biological_process unknown
atm1,transport
atm1,ion transport
atm1,cellular iron ion homeostasis
atm1,iron ion homeostasis
atm1,transmembrane transport
srb4,"transcription, DNA-templated"
srb4,"regulation of transcription, DNA-templated"
srb4,regulation of transcription from RNA polymerase II promoter
srb4,transcription initiation from RNA polymerase II promoter
srb4,positive regulation of transcription from RNA polymerase II promoter
srb4,RNA polymerase II transcriptional preinitiation complex assembly
zrt2,transport
zrt2,ion transport
zrt2,zinc II ion transport
zrt2,low-affinity zinc II ion transport
zrt2,metal ion transport
zrt2,transmembrane transport
zrt2,zinc II ion transmembrane transport
gto1,glutathione metabolic process
gto1,oxidation-reduction process
gto1,cellular oxidant detoxification
mrps17,translation
mrps17,sporulation resulting in formation of a cellular spore
mrps17,mitochondrial translation
sip4,"transcription, DNA-templated"
sip4,"regulation of transcription, DNA-templated"
sip4,transcription from RNA polymerase II promoter
sip4,positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter
sip4,positive regulation of gluconeogenesis
sip4,positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
sip4,negative regulation of invasive growth in response to glucose limitation
yor389w,biological_process unknown
ira1,signal transduction
ira1,negative regulation of cAMP biosynthetic process
ira1,regulation of GTPase activity
ira1,positive regulation of GTPase activity
ira1,regulation of adenylate cyclase activity
ira1,negative regulation of Ras protein signal transduction
ira1,regulation of small GTPase mediated signal transduction
ykr070w,biological_process unknown
ykr070w,metabolic process
ykr070w,glycerophospholipid biosynthetic process
pfk2,fructose 6-phosphate metabolic process
pfk2,glycolytic process
pfk2,vacuolar acidification
pfk2,metabolic process
pfk2,proton transport
pfk2,phosphorylation
pfk2,regulation of intracellular pH
pfk2,glycolytic process through fructose-6-phosphate
pfk2,vacuolar proton-transporting V-type ATPase complex assembly
pfk2,hydrogen ion transmembrane transport
psp2,biological_process unknown
rcm1,rRNA processing
rcm1,biological_process unknown
rcm1,methylation
rcm1,rRNA base methylation
atg36,autophagy
atg36,pexophagy
oma1,proteolysis
oma1,misfolded or incompletely synthesized protein catabolic process
oma1,TOR signaling
oma1,mitochondrial protein catabolic process
mge1,protein folding
mge1,protein import into mitochondrial matrix
mge1,protein refolding
mge1,regulation of catalytic activity
spg1,biological_process unknown
yor1,transport
yor1,drug transmembrane transport
yor1,response to drug
yor1,xenobiotic transport
yor1,transmembrane transport
srl3,nucleobase-containing compound metabolic process
srl3,regulation of transcription from RNA polymerase II promoter
vps15,vacuole inheritance
vps15,protein phosphorylation
vps15,protein targeting to vacuole
vps15,transport
vps15,autophagy
vps15,protein transport
vps15,macroautophagy
vps15,phosphorylation
vps15,pexophagy
vps15,positive regulation of transcription elongation from RNA polymerase II promoter
vps15,protein retention in Golgi apparatus
vps15,late endosome to vacuole transport
vps15,inositol lipid-mediated signaling
otu2,biological_process unknown
rtp1,RNA polymerase II complex import to nucleus
taf7,"transcription, DNA-templated"
taf7,"regulation of transcription, DNA-templated"
taf7,regulation of transcription from RNA polymerase II promoter
taf7,transcription from RNA polymerase II promoter
taf7,transcription initiation from RNA polymerase II promoter
taf7,RNA polymerase II transcriptional preinitiation complex assembly
sps2,sporulation resulting in formation of a cellular spore
sps2,ascospore formation
sps2,ascospore wall assembly
sps2,meiotic cell cycle
flc1,protein folding
flc1,transport
flc1,fungal-type cell wall biogenesis
flc1,FAD transport
flc1,sphingolipid biosynthetic process
flc1,FAD transmembrane transport
sam3,amino acid transmembrane transport
sam3,transport
sam3,amino acid transport
sam3,S-adenosyl-L-methionine transport
sam3,L-amino acid transport
sam3,putrescine transport
sam3,spermidine transport
sam3,transmembrane transport
sam3,S-adenosyl-L-methionine transmembrane transport
sam3,L-alpha-amino acid transmembrane transport
sam3,spermidine transmembrane transport
tyw3,tRNA processing
tyw3,tRNA methylation
tyw3,wybutosine biosynthetic process
tyw3,methylation
msb2,cellular bud site selection
msb2,signal transduction involved in filamentous growth
msb2,response to osmotic stress
msb2,hyperosmotic response
msb2,osmosensory signaling pathway via Sho1 osmosensor
msb2,establishment of cell polarity
msb2,fungal-type cell wall organization
sin3,regulation of transcription involved in G2/M transition of mitotic cell cycle
sin3,negative regulation of transcription from RNA polymerase II promoter
sin3,double-strand break repair via nonhomologous end joining
sin3,"transcription, DNA-templated"
sin3,"regulation of transcription, DNA-templated"
sin3,cell cycle
sin3,negative regulation of transcription from RNA polymerase I promoter
sin3,covalent chromatin modification
sin3,histone deacetylation
sin3,regulation of DNA-dependent DNA replication initiation
sin3,negative regulation of chromatin silencing at telomere
sin3,positive regulation of transcription from RNA polymerase II promoter
sin3,negative regulation of transcription involved in meiotic cell cycle
sin3,cell division
sin3,negative regulation of chromatin silencing at silent mating-type cassette
sin3,negative regulation of chromatin silencing at rDNA
sin3,positive regulation of transcription from RNA polymerase II promoter in response to heat stress
sin3,transfer RNA gene-mediated silencing
vma8,transport
vma8,ion transport
vma8,vacuolar acidification
vma8,proton transport
vma8,transmembrane transport
vma8,hydrogen ion transmembrane transport
dmc1,meiotic joint molecule formation
dmc1,DNA recombinase assembly
dmc1,DNA metabolic process
dmc1,DNA repair
dmc1,mitotic recombination
dmc1,cell cycle
dmc1,synaptonemal complex assembly
dmc1,reciprocal meiotic recombination
dmc1,response to ionizing radiation
dmc1,sporulation resulting in formation of a cellular spore
dmc1,strand invasion
dmc1,meiotic cell cycle
imp1,signal peptide processing
imp1,proteolysis
imp1,protein processing involved in protein targeting to mitochondrion
imp1,mitochondrial respiratory chain complex assembly
blm10,DNA repair
blm10,cellular response to DNA damage stimulus
blm10,proteasomal ubiquitin-independent protein catabolic process
blm10,positive regulation of peptidase activity
blm10,proteasome assembly
blm10,regulation of proteasomal protein catabolic process
blm10,proteasome core complex import into nucleus
blm10,sequestration of proteasome core complex in proteasome storage granule
bro1,ubiquitin-dependent protein catabolic process
bro1,transport
bro1,vacuolar transport
bro1,response to nutrient
bro1,protein transport
bro1,protein deubiquitination
bro1,protein localization to endosome
bro1,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
bro1,intralumenal vesicle formation
bro1,ATP export
bro1,positive regulation of ubiquitin-specific protease activity
pgk1,gluconeogenesis
pgk1,glycolytic process
pgk1,phosphorylation
pep8,transport
pep8,intracellular protein transport
pep8,vacuolar transport
pep8,protein transport
pep8,"retrograde transport, endosome to Golgi"
pep8,protein retention in Golgi apparatus
trp4,tryptophan biosynthetic process
trp4,metabolic process
trp4,cellular amino acid biosynthetic process
trp4,aromatic amino acid family biosynthetic process
cft1,termination of RNA polymerase II transcription
cft1,mRNA polyadenylation
cft1,mRNA cleavage
cft1,mRNA processing
cft1,pre-mRNA cleavage required for polyadenylation
fhl1,"transcription, DNA-templated"
fhl1,"regulation of transcription, DNA-templated"
fhl1,negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter
fhl1,regulation of sequence-specific DNA binding transcription factor activity
fhl1,positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter
sue1,protein catabolic process
thi12,thiamine biosynthetic process
thi12,thiamine diphosphate biosynthetic process
hmlalpha2,negative regulation of transcription from RNA polymerase II promoter
hmlalpha2,negative regulation of mating-type specific transcription from RNA polymerase II promoter
hmlalpha2,"transcription, DNA-templated"
hmlalpha2,"regulation of transcription, DNA-templated"
hmlalpha2,regulation of transcription from RNA polymerase II promoter
hmlalpha2,"regulation of mating-type specific transcription, DNA-templated"
hmlalpha2,donor selection
tsa1,DNA damage checkpoint
tsa1,replicative cell aging
tsa1,regulation of gluconeogenesis
tsa1,protein folding
tsa1,response to hydroperoxide
tsa1,cellular response to oxidative stress
tsa1,DNA protection
tsa1,regulation of phosphorylation
tsa1,cell redox homeostasis
tsa1,oxidation-reduction process
tsa1,chaperone-mediated protein folding
tsa1,negative regulation of cell aging
tsa1,cellular oxidant detoxification
dnm1,mitochondrion inheritance
dnm1,mitochondrial fission
dnm1,chronological cell aging
dnm1,dynamin family protein polymerization involved in mitochondrial fission
dnm1,mitochondrion organization
dnm1,peroxisome organization
dnm1,macroautophagy
dnm1,peroxisome fission
dnm1,protein homooligomerization
dnm1,mitochondrion localization
dnm1,membrane fusion
shu1,recombinational repair
shu1,DNA recombinase assembly
shu1,DNA repair
shu1,DNA recombination
shu1,cellular response to DNA damage stimulus
shu1,maintenance of rDNA
crf1,"transcription, DNA-templated"
crf1,"regulation of transcription, DNA-templated"
crf1,negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter
crf1,regulation of ribosomal protein gene transcription from RNA polymerase II promoter
trx1,vacuole inheritance
trx1,glycerol ether metabolic process
trx1,ER to Golgi vesicle-mediated transport
trx1,"retrograde vesicle-mediated transport, Golgi to ER"
trx1,deoxyribonucleotide biosynthetic process
trx1,protein transport
trx1,electron transport chain
trx1,cellular response to oxidative stress
trx1,"vacuole fusion, non-autophagic"
trx1,cell redox homeostasis
trx1,oxidation-reduction process
trx1,protein deglutathionylation
trx1,cellular oxidant detoxification
nta1,cellular protein modification process
nta1,nitrogen compound metabolic process
nta1,protein catabolic process
pdx3,fatty acid metabolic process
pdx3,pyridoxine biosynthetic process
pdx3,pyridoxal 5'-phosphate salvage
pdx3,pyridoxal phosphate biosynthetic process
pdx3,oxidation-reduction process
sko1,negative regulation of transcription from RNA polymerase II promoter
sko1,"transcription, DNA-templated"
sko1,"regulation of transcription, DNA-templated"
sko1,transcription from RNA polymerase II promoter
sko1,positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress
bdh1,alcohol metabolic process
bdh1,butanediol biosynthetic process
bdh1,oxidation-reduction process
aco2,tricarboxylic acid cycle
aco2,biological_process unknown
aco2,metabolic process
aco2,cellular amino acid biosynthetic process
aco2,lysine biosynthetic process
aco2,lysine biosynthetic process via aminoadipic acid
rpl16ap,cytoplasmic translation
rpl16ap,translation
ysw1,ascospore-type prospore membrane assembly
qcr8,"mitochondrial electron transport, ubiquinol to cytochrome c"
qcr8,aerobic respiration
qcr8,electron transport chain
qcr8,oxidation-reduction process
qcr8,hydrogen ion transmembrane transport
ndc80,microtubule nucleation
ndc80,cell cycle
ndc80,chromosome segregation
ndc80,protein localization to kinetochore
ndc80,cell division
ndc80,attachment of mitotic spindle microtubules to kinetochore
ypl113c,biological_process unknown
ypl113c,metabolic process
ypl113c,oxidation-reduction process
vps24,transport
vps24,vacuolar transport
vps24,protein transport
vps24,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
vps24,late endosome to vacuole transport
vps24,intralumenal vesicle formation
vps24,ATP export
rpl9bp,cytoplasmic translation
rpl9bp,translation
thi7,transport
thi7,nucleobase transport
thi7,thiamine transport
thi7,transmembrane transport
thi7,thiamine transmembrane transport
thi7,5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport
urb1,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
urb1,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
urb1,rRNA processing
urb1,ribosome biogenesis
lst4,transport
lst4,amino acid transport
lst4,intracellular protein transport
lst4,Golgi to plasma membrane transport
lst4,protein transport
lst4,vesicle-mediated transport
lst4,positive regulation of GTPase activity
lst4,positive regulation of TORC1 signaling
vtc5,polyphosphate biosynthetic process
vtc5,cellular phosphate ion homeostasis
ina22,biological_process unknown
ina22,mitochondrial proton-transporting ATP synthase complex assembly
ydr249c,biological_process unknown
met6,cellular amino acid biosynthetic process
met6,methionine biosynthetic process
met6,methylation
met6,homocysteine metabolic process
mho1,biological_process unknown
mho1,regulation of microtubule-based process
csf1,fermentation
csf1,protein maturation
cdc123,regulation of translation
cdc123,cell cycle
cdc123,cell cycle arrest
cdc123,regulation of mitotic cell cycle
cdc123,positive regulation of translational initiation
cdc123,cell division
cdc123,eukaryotic translation initiation factor 2 complex assembly
ack1,positive regulation of signal transduction
ack1,fungal-type cell wall organization
yml082w,sulfur compound metabolic process
yml082w,cellular amino acid biosynthetic process
yml082w,methionine biosynthetic process
yml082w,cysteine biosynthetic process via cystathionine
yml082w,transsulfuration
yml082w,'de novo' L-methionine biosynthetic process
psh1,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
loc1,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
loc1,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
loc1,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
loc1,transport
loc1,intracellular mRNA localization
loc1,ribosome biogenesis
loc1,ribosomal large subunit biogenesis
loc1,mRNA transport
yfr054c,biological_process unknown
ulp2,plasmid maintenance
ulp2,proteolysis
ulp2,mitotic spindle assembly checkpoint
ulp2,protein desumoylation
ulp2,chromosome condensation
fks1,(1->3)-beta-D-glucan biosynthetic process
fks1,regulation of cell shape
fks1,regulation of cell size
fks1,positive regulation of endocytosis
fks1,cell wall organization
emc2,protein folding in endoplasmic reticulum
lcl2,ubiquitin-dependent ERAD pathway
hsp10,protein folding
hsp10,response to unfolded protein
hsp10,protein refolding
hsp10,protein import into mitochondrial intermembrane space
hsp10,chaperone mediated protein folding requiring cofactor
hsp10,chaperone-mediated protein complex assembly
nup2,"protein import into nucleus, substrate release"
nup2,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
nup2,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
nup2,NLS-bearing protein import into nucleus
nup2,protein export from nucleus
nup2,transport
nup2,protein transport
nup2,protein sumoylation
nup2,poly(A)+ mRNA export from nucleus
nup2,chromatin silencing at silent mating-type cassette
nup2,mRNA export from nucleus in response to heat stress
nup2,negative regulation of glucokinase activity
nup2,maintenance of chromatin silencing at telomere
nup2,protein targeting to nuclear inner membrane
nup2,intracellular transport
nup2,mRNA transport
nup2,regulation of gluconeogenesis involved in cellular glucose homeostasis
srb5,transcriptional open complex formation at RNA polymerase II promoter
srb5,"transcription, DNA-templated"
srb5,"regulation of transcription, DNA-templated"
srb5,regulation of transcription from RNA polymerase II promoter
srb5,termination of RNA polymerase II transcription
srb5,positive regulation of transcription from RNA polymerase II promoter
srb5,RNA polymerase II transcriptional preinitiation complex assembly
vps25,negative regulation of transcription from RNA polymerase II promoter by glucose
vps25,protein targeting to vacuole
vps25,transport
vps25,protein transport
vps25,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
vps25,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
vps25,ATP export
mdm30,chronological cell aging
mdm30,mitochondrion organization
mdm30,mitochondrial fusion
mdm30,regulation of mRNA export from nucleus
mdm30,protein ubiquitination
mdm30,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
mdm30,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
mdm30,proteolysis involved in cellular protein catabolic process
mrpl37,sporulation resulting in formation of a cellular spore
mrpl37,mitochondrial translation
mdm36,mitochondrion inheritance
mdm36,mitochondrial fission
mdm36,mitochondrion organization
mdm36,mitochondrion localization
ygl088w,biological_process unknown
rbg2,cytoplasmic translation
rbg2,positive regulation of cellular response to amino acid starvation
dcp1,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
dcp1,deadenylation-dependent decapping of nuclear-transcribed mRNA
dcp1,mRNA processing
dcp1,deadenylation-independent decapping of nuclear-transcribed mRNA
dcp1,positive regulation of catalytic activity
tps1,trehalose biosynthetic process
tps1,response to stress
tps1,dephosphorylation
tps1,cellular response to oxidative stress
tps1,cellular response to heat
tps1,cellular carbohydrate metabolic process
tps1,trehalose metabolism in response to stress
tps1,cellular response to desiccation
bck1,MAPK cascade
bck1,activation of MAPKK activity
bck1,response to acid chemical
bck1,protein phosphorylation
bck1,response to nutrient
bck1,response to acidic pH
bck1,phosphorylation
bck1,peptidyl-tyrosine phosphorylation
bck1,establishment of cell polarity
bck1,pexophagy
bck1,endoplasmic reticulum unfolded protein response
bck1,intracellular signal transduction
bck1,regulation of fungal-type cell wall organization
gal3,positive regulation of transcription from RNA polymerase II promoter by galactose
gal3,carbohydrate metabolic process
gal3,galactose metabolic process
gal3,metabolic process
gal3,maintenance of protein location
gal3,carbohydrate phosphorylation
mrx10,biological_process unknown
aro8,tyrosine biosynthetic process
aro8,biosynthetic process
aro8,aromatic amino acid family metabolic process
aro8,L-phenylalanine biosynthetic process
aro8,L-methionine salvage from methylthioadenosine
aro8,lysine biosynthetic process via aminoadipic acid
dbp5,mRNA export from nucleus
dbp5,translational termination
dbp5,transport
dbp5,RNA secondary structure unwinding
dbp5,protein transport
dbp5,poly(A)+ mRNA export from nucleus
dbp5,mRNA transport
eaf5,DNA repair
eaf5,"transcription, DNA-templated"
eaf5,"regulation of transcription, DNA-templated"
eaf5,cellular response to DNA damage stimulus
eaf5,covalent chromatin modification
rpo26,"transcription, RNA-templated"
rpo26,"transcription, DNA-templated"
rpo26,transcription from RNA polymerase I promoter
rpo26,transcription from RNA polymerase II promoter
rpo26,transcription from RNA polymerase III promoter
rpo26,ribosome biogenesis
rpo26,tRNA transcription from RNA polymerase III promoter
ski6,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
ski6,rRNA processing
ski6,rRNA catabolic process
ski6,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"
ski6,U1 snRNA 3'-end processing
ski6,U4 snRNA 3'-end processing
ski6,U5 snRNA 3'-end processing
ski6,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
ski6,"nuclear-transcribed mRNA catabolic process, non-stop decay"
ski6,nonfunctional rRNA decay
ski6,nuclear mRNA surveillance
ski6,nuclear polyadenylation-dependent tRNA catabolic process
ski6,nuclear polyadenylation-dependent CUT catabolic process
ski6,nuclear polyadenylation-dependent mRNA catabolic process
ski6,polyadenylation-dependent snoRNA 3'-end processing
psy4,protein dephosphorylation
psy4,regulation of catalytic activity
psy4,negative regulation of DNA damage checkpoint
vps73,protein targeting to vacuole
vps73,transport
vps73,protein transport
vps73,transmembrane transport
npl3,"mRNA splicing, via spliceosome"
npl3,rRNA processing
npl3,mRNA export from nucleus
npl3,translational termination
npl3,negative regulation of translation
npl3,positive regulation of transcription elongation from RNA polymerase II promoter
npl3,ribosome biogenesis
npl3,"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled"
brl1,mRNA export from nucleus
brl1,protein export from nucleus
brl1,transport
brl1,nuclear envelope organization
brl1,protein transport
brl1,mRNA transport
brl1,lipid homeostasis
thp1,cellular bud site selection
thp1,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
thp1,transcription-coupled nucleotide-excision repair
thp1,transcription elongation from RNA polymerase II promoter
thp1,mRNA export from nucleus
thp1,transport
thp1,poly(A)+ mRNA export from nucleus
thp1,mRNA 3'-end processing
thp1,mRNA transport
thp1,nuclear retention of pre-mRNA at the site of transcription
ygl159w,biological_process unknown
ygl159w,oxidation-reduction process
vid28,protein catabolic process in the vacuole
vid28,ascospore formation
vid28,proteasome-mediated ubiquitin-dependent protein catabolic process
